item_id,scale_pair,typicality,form,dim1,dim2,sentence,fc_gold,nli_hypothesis,nli_gold
roman-cc-positive,roman,typical,cc-positive,小説の厚さ,読者の辛抱強さ,小説が厚ければ厚いほど、読者は辛抱強くなった。,increase,小説の厚さが増すと、読者の辛抱強さも増す。,0
roman-cc-inverse,roman,typical,cc-inverse,小説の厚さ,読者の辛抱強さ,小説が厚ければ厚いほど、読者は飽きっぽくなった。,decrease,小説の厚さが増すと、読者の辛抱強さも増す。,2
roman-ctrl-two,roman,typical,ctrl-two,小説の厚さ,読者の辛抱強さ,小説は厚かった。読者は辛抱強かった。,undetermined,小説の厚さが増すと、読者の辛抱強さも増す。,1
roman-ctrl-single,roman,typical,ctrl-single,小説の厚さ,読者の辛抱強さ,小説は前作より厚かった。,undetermined,小説の厚さが増すと、読者の辛抱強さも増す。,1
oven-cc-positive,oven,typical,cc-positive,オーブンの熱さ,客の数,オーブンが熱ければ熱いほど、客が増えた。,increase,オーブンの熱さが増すと、客の数も増す。,0
oven-cc-inverse,oven,typical,cc-inverse,オーブンの熱さ,客の数,オーブンが熱ければ熱いほど、客が減った。,decrease,オーブンの熱さが増すと、客の数も増す。,2
oven-ctrl-two,oven,typical,ctrl-two,オーブンの熱さ,客の数,オーブンは熱かった。客が大勢来た。,undetermined,オーブンの熱さが増すと、客の数も増す。,1
oven-ctrl-single,oven,typical,ctrl-single,オーブンの熱さ,客の数,オーブンはいつもより熱かった。,undetermined,オーブンの熱さが増すと、客の数も増す。,1
seminar-cc-positive,seminar,typical,cc-positive,セミナーの大きさ,議論の量,セミナーが大きければ大きいほど、議論が増えた。,increase,セミナーの大きさが増すと、議論の量も増す。,0
seminar-cc-inverse,seminar,typical,cc-inverse,セミナーの大きさ,議論の量,セミナーが大きければ大きいほど、議論が減った。,decrease,セミナーの大きさが増すと、議論の量も増す。,2
seminar-ctrl-two,seminar,typical,ctrl-two,セミナーの大きさ,議論の量,セミナーは大きかった。議論は活発だった。,undetermined,セミナーの大きさが増すと、議論の量も増す。,1
seminar-ctrl-single,seminar,typical,ctrl-single,セミナーの大きさ,議論の量,セミナーは講義より大きかった。,undetermined,セミナーの大きさが増すと、議論の量も増す。,1
summer-cc-positive,summer,typical,cc-positive,夏の暑さ,りんごの甘さ,夏が暑ければ暑いほど、りんごは甘くなった。,increase,夏の暑さが増すと、りんごの甘さも増す。,0
summer-cc-inverse,summer,typical,cc-inverse,夏の暑さ,りんごの甘さ,夏が暑ければ暑いほど、りんごの甘みが減った。,decrease,夏の暑さが増すと、りんごの甘さも増す。,2
summer-ctrl-two,summer,typical,ctrl-two,夏の暑さ,りんごの甘さ,夏は暑かった。りんごは甘かった。,undetermined,夏の暑さが増すと、りんごの甘さも増す。,1
summer-ctrl-single,summer,typical,ctrl-single,夏の暑さ,りんごの甘さ,夏は去年より暑かった。,undetermined,夏の暑さが増すと、りんごの甘さも増す。,1
road-cc-positive,road,typical,cc-positive,道路の広さ,運転手の速さ,道路が広ければ広いほど、運転手は速く走った。,increase,道路の広さが増すと、運転手の速さも増す。,0
road-cc-inverse,road,typical,cc-inverse,道路の広さ,運転手の速さ,道路が広ければ広いほど、運転手はゆっくり走った。,decrease,道路の広さが増すと、運転手の速さも増す。,2
road-ctrl-two,road,typical,ctrl-two,道路の広さ,運転手の速さ,道路は広かった。運転手は速く走った。,undetermined,道路の広さが増すと、運転手の速さも増す。,1
road-ctrl-single,road,typical,ctrl-single,道路の広さ,運転手の速さ,道路は旧道より広かった。,undetermined,道路の広さが増すと、運転手の速さも増す。,1
gallery-cc-positive,gallery,typical,cc-positive,ギャラリーの暗さ,来場者のささやき,ギャラリーが暗ければ暗いほど、来場者はひそひそと話した。,increase,ギャラリーの暗さが増すと、来場者のささやきも増す。,0
gallery-cc-inverse,gallery,typical,cc-inverse,ギャラリーの暗さ,来場者のささやき,ギャラリーが暗ければ暗いほど、来場者は声高に話した。,decrease,ギャラリーの暗さが増すと、来場者のささやきも増す。,2
gallery-ctrl-two,gallery,typical,ctrl-two,ギャラリーの暗さ,来場者のささやき,ギャラリーは暗かった。来場者はひそひそと話した。,undetermined,ギャラリーの暗さが増すと、来場者のささやきも増す。,1
gallery-ctrl-single,gallery,typical,ctrl-single,ギャラリーの暗さ,来場者のささやき,ギャラリーはロビーより暗かった。,undetermined,ギャラリーの暗さが増すと、来場者のささやきも増す。,1
startup-cc-positive,startup,typical,cc-positive,スタートアップの規模,投資家の慎重さ,スタートアップが大きければ大きいほど、投資家は慎重になった。,increase,スタートアップの規模が増すと、投資家の慎重さも増す。,0
startup-cc-inverse,startup,typical,cc-inverse,スタートアップの規模,投資家の慎重さ,スタートアップが大きければ大きいほど、投資家は慎重でなくなった。,decrease,スタートアップの規模が増すと、投資家の慎重さも増す。,2
startup-ctrl-two,startup,typical,ctrl-two,スタートアップの規模,投資家の慎重さ,スタートアップは大きかった。投資家は慎重だった。,undetermined,スタートアップの規模が増すと、投資家の慎重さも増す。,1
startup-ctrl-single,startup,typical,ctrl-single,スタートアップの規模,投資家の慎重さ,スタートアップは競合より大きかった。,undetermined,スタートアップの規模が増すと、投資家の慎重さも増す。,1
harbor-cc-positive,harbor,typical,cc-positive,港の忙しさ,魚の値段,港が忙しければ忙しいほど、魚の値段が上がった。,increase,港の忙しさが増すと、魚の値段も増す。,0
harbor-cc-inverse,harbor,typical,cc-inverse,港の忙しさ,魚の値段,港が忙しければ忙しいほど、魚の値段が下がった。,decrease,港の忙しさが増すと、魚の値段も増す。,2
harbor-ctrl-two,harbor,typical,ctrl-two,港の忙しさ,魚の値段,港は忙しかった。魚の値段は高かった。,undetermined,港の忙しさが増すと、魚の値段も増す。,1
harbor-ctrl-single,harbor,typical,ctrl-single,港の忙しさ,魚の値段,港は冬より忙しかった。,undetermined,港の忙しさが増すと、魚の値段も増す。,1
clinic-cc-positive,clinic,typical,cc-positive,待合室の暖かさ,患者の眠気,待合室が暖かければ暖かいほど、患者は眠くなった。,increase,待合室の暖かさが増すと、患者の眠気も増す。,0
clinic-cc-inverse,clinic,typical,cc-inverse,待合室の暖かさ,患者の眠気,待合室が暖かければ暖かいほど、患者は目が冴えた。,decrease,待合室の暖かさが増すと、患者の眠気も増す。,2
clinic-ctrl-two,clinic,typical,ctrl-two,待合室の暖かさ,患者の眠気,待合室は暖かかった。患者は眠そうだった。,undetermined,待合室の暖かさが増すと、患者の眠気も増す。,1
clinic-ctrl-single,clinic,typical,ctrl-single,待合室の暖かさ,患者の眠気,待合室は廊下より暖かかった。,undetermined,待合室の暖かさが増すと、患者の眠気も増す。,1
vineyard-cc-positive,vineyard,typical,cc-positive,ぶどう畑の険しさ,摘み手の賃金,ぶどう畑が険しければ険しいほど、摘み手の賃金が上がった。,increase,ぶどう畑の険しさが増すと、摘み手の賃金も増す。,0
vineyard-cc-inverse,vineyard,typical,cc-inverse,ぶどう畑の険しさ,摘み手の賃金,ぶどう畑が険しければ険しいほど、摘み手の賃金が下がった。,decrease,ぶどう畑の険しさが増すと、摘み手の賃金も増す。,2
vineyard-ctrl-two,vineyard,typical,ctrl-two,ぶどう畑の険しさ,摘み手の賃金,ぶどう畑は険しかった。摘み手の賃金は高かった。,undetermined,ぶどう畑の険しさが増すと、摘み手の賃金も増す。,1
vineyard-ctrl-single,vineyard,typical,ctrl-single,ぶどう畑の険しさ,摘み手の賃金,ぶどう畑は果樹園より険しかった。,undetermined,ぶどう畑の険しさが増すと、摘み手の賃金も増す。,1
pool-cc-positive,pool,typical,cc-positive,プールの冷たさ,泳者の泳ぐ距離,プールが冷たければ冷たいほど、泳者は長く泳いだ。,increase,プールの冷たさが増すと、泳者の泳ぐ距離も増す。,0
pool-cc-inverse,pool,typical,cc-inverse,プールの冷たさ,泳者の泳ぐ距離,プールが冷たければ冷たいほど、泳者は短く泳いだ。,decrease,プールの冷たさが増すと、泳者の泳ぐ距離も増す。,2
pool-ctrl-two,pool,typical,ctrl-two,プールの冷たさ,泳者の泳ぐ距離,プールは冷たかった。泳者は長く泳いだ。,undetermined,プールの冷たさが増すと、泳者の泳ぐ距離も増す。,1
pool-ctrl-single,pool,typical,ctrl-single,プールの冷たさ,泳者の泳ぐ距離,プールは海より冷たかった。,undetermined,プールの冷たさが増すと、泳者の泳ぐ距離も増す。,1
shelves-cc-positive,shelves,typical,cc-positive,棚の高さ,司書の歩く速さ,棚が高ければ高いほど、司書は速く歩いた。,increase,棚の高さが増すと、司書の歩く速さも増す。,0
shelves-cc-inverse,shelves,typical,cc-inverse,棚の高さ,司書の歩く速さ,棚が高ければ高いほど、司書はゆっくり歩いた。,decrease,棚の高さが増すと、司書の歩く速さも増す。,2
shelves-ctrl-two,shelves,typical,ctrl-two,棚の高さ,司書の歩く速さ,棚は高かった。司書は速く歩いた。,undetermined,棚の高さが増すと、司書の歩く速さも増す。,1
shelves-ctrl-single,shelves,typical,ctrl-single,棚の高さ,司書の歩く速さ,棚は閲覧机より高かった。,undetermined,棚の高さが増すと、司書の歩く速さも増す。,1
band-cc-positive,band,typical,cc-positive,バンドの音の大きさ,踊る人の数,バンドの音が大きければ大きいほど、踊る人が増えた。,increase,バンドの音の大きさが増すと、踊る人の数も増す。,0
band-cc-inverse,band,typical,cc-inverse,バンドの音の大きさ,踊る人の数,バンドの音が大きければ大きいほど、踊る人が減った。,decrease,バンドの音の大きさが増すと、踊る人の数も増す。,2
band-ctrl-two,band,typical,ctrl-two,バンドの音の大きさ,踊る人の数,バンドの音は大きかった。踊る人は多かった。,undetermined,バンドの音の大きさが増すと、踊る人の数も増す。,1
band-ctrl-single,band,typical,ctrl-single,バンドの音の大きさ,踊る人の数,バンドの音は前座より大きかった。,undetermined,バンドの音の大きさが増すと、踊る人の数も増す。,1
field-cc-positive,field,typical,cc-positive,畑の平らさ,農家の収穫,畑が平らであればあるほど、農家の収穫が増えた。,increase,畑の平らさが増すと、農家の収穫も増す。,0
field-cc-inverse,field,typical,cc-inverse,畑の平らさ,農家の収穫,畑が平らであればあるほど、農家の収穫が減った。,decrease,畑の平らさが増すと、農家の収穫も増す。,2
field-ctrl-two,field,typical,ctrl-two,畑の平らさ,農家の収穫,畑は平らだった。農家の収穫は多かった。,undetermined,畑の平らさが増すと、農家の収穫も増す。,1
field-ctrl-single,field,typical,ctrl-single,畑の平らさ,農家の収穫,畑は斜面より平らだった。,undetermined,畑の平らさが増すと、農家の収穫も増す。,1
brochure-cc-positive,brochure,typical,cc-positive,パンフレットの美しさ,買い手の信頼,パンフレットが美しければ美しいほど、買い手はそれを信頼した。,increase,パンフレットの美しさが増すと、買い手の信頼も増す。,0
brochure-cc-inverse,brochure,typical,cc-inverse,パンフレットの美しさ,買い手の信頼,パンフレットが美しければ美しいほど、買い手はそれを信頼しなくなった。,decrease,パンフレットの美しさが増すと、買い手の信頼も増す。,2
brochure-ctrl-two,brochure,typical,ctrl-two,パンフレットの美しさ,買い手の信頼,パンフレットは美しかった。買い手はそれを信頼した。,undetermined,パンフレットの美しさが増すと、買い手の信頼も増す。,1
brochure-ctrl-single,brochure,typical,ctrl-single,パンフレットの美しさ,買い手の信頼,パンフレットはチラシより美しかった。,undetermined,パンフレットの美しさが増すと、買い手の信頼も増す。,1
theater-cc-positive,theater,typical,cc-positive,劇場の暗さ,観客のざわめき,劇場が暗ければ暗いほど、観客はざわついた。,increase,劇場の暗さが増すと、観客のざわめきも増す。,0
theater-cc-inverse,theater,typical,cc-inverse,劇場の暗さ,観客のざわめき,劇場が暗ければ暗いほど、観客は静かになった。,decrease,劇場の暗さが増すと、観客のざわめきも増す。,2
theater-ctrl-two,theater,typical,ctrl-two,劇場の暗さ,観客のざわめき,劇場は暗かった。観客はざわついた。,undetermined,劇場の暗さが増すと、観客のざわめきも増す。,1
theater-ctrl-single,theater,typical,ctrl-single,劇場の暗さ,観客のざわめき,劇場はゲネプロのときより暗かった。,undetermined,劇場の暗さが増すと、観客のざわめきも増す。,1
curry-cc-positive,curry,typical,cc-positive,カレーの辛さ,客のおしゃべり,カレーが辛ければ辛いほど、客はおしゃべりになった。,increase,カレーの辛さが増すと、客のおしゃべりも増す。,0
curry-cc-inverse,curry,typical,cc-inverse,カレーの辛さ,客のおしゃべり,カレーが辛ければ辛いほど、客は無口になった。,decrease,カレーの辛さが増すと、客のおしゃべりも増す。,2
curry-ctrl-two,curry,typical,ctrl-two,カレーの辛さ,客のおしゃべり,カレーは辛かった。客はよくしゃべった。,undetermined,カレーの辛さが増すと、客のおしゃべりも増す。,1
curry-ctrl-single,curry,typical,ctrl-single,カレーの辛さ,客のおしゃべり,カレーは前菜より辛かった。,undetermined,カレーの辛さが増すと、客のおしゃべりも増す。,1
syllabus-cc-positive,syllabus,typical,cc-positive,シラバスの長さ,学生の熱意,シラバスが長ければ長いほど、学生は熱心になった。,increase,シラバスの長さが増すと、学生の熱意も増す。,0
syllabus-cc-inverse,syllabus,typical,cc-inverse,シラバスの長さ,学生の熱意,シラバスが長ければ長いほど、学生は無気力になった。,decrease,シラバスの長さが増すと、学生の熱意も増す。,2
syllabus-ctrl-two,syllabus,typical,ctrl-two,シラバスの長さ,学生の熱意,シラバスは長かった。学生は熱心だった。,undetermined,シラバスの長さが増すと、学生の熱意も増す。,1
syllabus-ctrl-single,syllabus,typical,ctrl-single,シラバスの長さ,学生の熱意,シラバスは前学期より長かった。,undetermined,シラバスの長さが増すと、学生の熱意も増す。,1
current-cc-positive,current,typical,cc-positive,流れの速さ,釣り人の苛立ち,流れが速ければ速いほど、釣り人はいらだった。,increase,流れの速さが増すと、釣り人の苛立ちも増す。,0
current-cc-inverse,current,typical,cc-inverse,流れの速さ,釣り人の苛立ち,流れが速ければ速いほど、釣り人は落ち着いた。,decrease,流れの速さが増すと、釣り人の苛立ちも増す。,2
current-ctrl-two,current,typical,ctrl-two,流れの速さ,釣り人の苛立ち,流れは速かった。釣り人はいらだっていた。,undetermined,流れの速さが増すと、釣り人の苛立ちも増す。,1
current-ctrl-single,current,typical,ctrl-single,流れの速さ,釣り人の苛立ち,流れは明け方より速かった。,undetermined,流れの速さが増すと、釣り人の苛立ちも増す。,1
kitchen-cc-positive,kitchen,typical,cc-positive,厨房のきれいさ,料理人の雑談,厨房がきれいであればあるほど、料理人はよく雑談した。,increase,厨房のきれいさが増すと、料理人の雑談も増す。,0
kitchen-cc-inverse,kitchen,typical,cc-inverse,厨房のきれいさ,料理人の雑談,厨房がきれいであればあるほど、料理人は口数が少なくなった。,decrease,厨房のきれいさが増すと、料理人の雑談も増す。,2
kitchen-ctrl-two,kitchen,typical,ctrl-two,厨房のきれいさ,料理人の雑談,厨房はきれいだった。料理人はよく雑談した。,undetermined,厨房のきれいさが増すと、料理人の雑談も増す。,1
kitchen-ctrl-single,kitchen,typical,ctrl-single,厨房のきれいさ,料理人の雑談,厨房は食料庫よりきれいだった。,undetermined,厨房のきれいさが増すと、料理人の雑談も増す。,1
path-cc-positive,path,typical,cc-positive,小道の狭さ,登山者の間隔,小道が狭ければ狭いほど、登山者の間隔が広がった。,increase,小道の狭さが増すと、登山者の間隔も増す。,0
path-cc-inverse,path,typical,cc-inverse,小道の狭さ,登山者の間隔,小道が狭ければ狭いほど、登山者の間隔が縮まった。,decrease,小道の狭さが増すと、登山者の間隔も増す。,2
path-ctrl-two,path,typical,ctrl-two,小道の狭さ,登山者の間隔,小道は狭かった。登山者の間隔は広かった。,undetermined,小道の狭さが増すと、登山者の間隔も増す。,1
path-ctrl-single,path,typical,ctrl-single,小道の狭さ,登山者の間隔,小道は林道より狭かった。,undetermined,小道の狭さが増すと、登山者の間隔も増す。,1
auction-cc-positive,auction,typical,cc-positive,競売場の明るさ,収集家の滞在時間,競売場が明るければ明るいほど、収集家は長く留まった。,increase,競売場の明るさが増すと、収集家の滞在時間も増す。,0
auction-cc-inverse,auction,typical,cc-inverse,競売場の明るさ,収集家の滞在時間,競売場が明るければ明るいほど、収集家は早く立ち去った。,decrease,競売場の明るさが増すと、収集家の滞在時間も増す。,2
auction-ctrl-two,auction,typical,ctrl-two,競売場の明るさ,収集家の滞在時間,競売場は明るかった。収集家は長く留まった。,undetermined,競売場の明るさが増すと、収集家の滞在時間も増す。,1
auction-ctrl-single,auction,typical,ctrl-single,競売場の明るさ,収集家の滞在時間,競売場は金庫室より明るかった。,undetermined,競売場の明るさが増すと、収集家の滞在時間も増す。,1
soil-cc-positive,soil,typical,cc-positive,土の砂っぽさ,水やりの頻度,土が砂っぽければ砂っぽいほど、庭師はよく水をやった。,increase,土の砂っぽさが増すと、水やりの頻度も増す。,0
soil-cc-inverse,soil,typical,cc-inverse,土の砂っぽさ,水やりの頻度,土が砂っぽければ砂っぽいほど、庭師はあまり水をやらなくなった。,decrease,土の砂っぽさが増すと、水やりの頻度も増す。,2
soil-ctrl-two,soil,typical,ctrl-two,土の砂っぽさ,水やりの頻度,土は砂っぽかった。庭師はよく水をやった。,undetermined,土の砂っぽさが増すと、水やりの頻度も増す。,1
soil-ctrl-single,soil,typical,ctrl-single,土の砂っぽさ,水やりの頻度,土は粘土の花壇より砂っぽかった。,undetermined,土の砂っぽさが増すと、水やりの頻度も増す。,1
hall-cc-positive,hall,typical,cc-positive,会場の大きさ,ファンの盛り上がり,会場が大きければ大きいほど、ファンは盛り上がった。,increase,会場の大きさが増すと、ファンの盛り上がりも増す。,0
hall-cc-inverse,hall,typical,cc-inverse,会場の大きさ,ファンの盛り上がり,会場が大きければ大きいほど、ファンはおとなしくなった。,decrease,会場の大きさが増すと、ファンの盛り上がりも増す。,2
hall-ctrl-two,hall,typical,ctrl-two,会場の大きさ,ファンの盛り上がり,会場は大きかった。ファンは盛り上がった。,undetermined,会場の大きさが増すと、ファンの盛り上がりも増す。,1
hall-ctrl-single,hall,typical,ctrl-single,会場の大きさ,ファンの盛り上がり,会場はクラブより大きかった。,undetermined,会場の大きさが増すと、ファンの盛り上がりも増す。,1
teacup-cc-positive,teacup,atypical,cc-positive,ティーカップの丸さ,渋滞の長さ,ティーカップが丸ければ丸いほど、渋滞は長くなった。,increase,ティーカップの丸さが増すと、渋滞の長さも増す。,0
teacup-cc-inverse,teacup,atypical,cc-inverse,ティーカップの丸さ,渋滞の長さ,ティーカップが丸ければ丸いほど、渋滞は短くなった。,decrease,ティーカップの丸さが増すと、渋滞の長さも増す。,2
teacup-ctrl-two,teacup,atypical,ctrl-two,ティーカップの丸さ,渋滞の長さ,ティーカップは丸かった。渋滞は長かった。,undetermined,ティーカップの丸さが増すと、渋滞の長さも増す。,1
teacup-ctrl-single,teacup,atypical,ctrl-single,ティーカップの丸さ,渋滞の長さ,ティーカップは湯のみより丸かった。,undetermined,ティーカップの丸さが増すと、渋滞の長さも増す。,1
carpet-cc-positive,carpet,atypical,cc-positive,じゅうたんの赤さ,エレベーターの速さ,じゅうたんが赤ければ赤いほど、エレベーターは速くなった。,increase,じゅうたんの赤さが増すと、エレベーターの速さも増す。,0
carpet-cc-inverse,carpet,atypical,cc-inverse,じゅうたんの赤さ,エレベーターの速さ,じゅうたんが赤ければ赤いほど、エレベーターは遅くなった。,decrease,じゅうたんの赤さが増すと、エレベーターの速さも増す。,2
carpet-ctrl-two,carpet,atypical,ctrl-two,じゅうたんの赤さ,エレベーターの速さ,じゅうたんは赤かった。エレベーターは速かった。,undetermined,じゅうたんの赤さが増すと、エレベーターの速さも増す。,1
carpet-ctrl-single,carpet,atypical,ctrl-single,じゅうたんの赤さ,エレベーターの速さ,じゅうたんはカーテンより赤かった。,undetermined,じゅうたんの赤さが増すと、エレベーターの速さも増す。,1
pancake-cc-positive,pancake,atypical,cc-positive,パンケーキの柔らかさ,山の高さ,パンケーキが柔らかければ柔らかいほど、山は高くそびえた。,increase,パンケーキの柔らかさが増すと、山の高さも増す。,0
pancake-cc-inverse,pancake,atypical,cc-inverse,パンケーキの柔らかさ,山の高さ,パンケーキが柔らかければ柔らかいほど、山は低くなった。,decrease,パンケーキの柔らかさが増すと、山の高さも増す。,2
pancake-ctrl-two,pancake,atypical,ctrl-two,パンケーキの柔らかさ,山の高さ,パンケーキは柔らかかった。山は高くそびえていた。,undetermined,パンケーキの柔らかさが増すと、山の高さも増す。,1
pancake-ctrl-single,pancake,atypical,ctrl-single,パンケーキの柔らかさ,山の高さ,パンケーキはワッフルより柔らかかった。,undetermined,パンケーキの柔らかさが増すと、山の高さも増す。,1
stapler-cc-positive,stapler,atypical,cc-positive,ホチキスの重さ,夕日の明るさ,ホチキスが重ければ重いほど、夕日は明るく輝いた。,increase,ホチキスの重さが増すと、夕日の明るさも増す。,0
stapler-cc-inverse,stapler,atypical,cc-inverse,ホチキスの重さ,夕日の明るさ,ホチキスが重ければ重いほど、夕日は暗くなった。,decrease,ホチキスの重さが増すと、夕日の明るさも増す。,2
stapler-ctrl-two,stapler,atypical,ctrl-two,ホチキスの重さ,夕日の明るさ,ホチキスは重かった。夕日は明るく輝いていた。,undetermined,ホチキスの重さが増すと、夕日の明るさも増す。,1
stapler-ctrl-single,stapler,atypical,ctrl-single,ホチキスの重さ,夕日の明るさ,ホチキスはテープカッターより重かった。,undetermined,ホチキスの重さが増すと、夕日の明るさも増す。,1
sock-cc-positive,sock,atypical,cc-positive,靴下の縞の多さ,雷の大きさ,靴下の縞が多ければ多いほど、雷は大きく鳴った。,increase,靴下の縞の多さが増すと、雷の大きさも増す。,0
sock-cc-inverse,sock,atypical,cc-inverse,靴下の縞の多さ,雷の大きさ,靴下の縞が多ければ多いほど、雷は小さく鳴った。,decrease,靴下の縞の多さが増すと、雷の大きさも増す。,2
sock-ctrl-two,sock,atypical,ctrl-two,靴下の縞の多さ,雷の大きさ,靴下には縞が多かった。雷は大きく鳴った。,undetermined,靴下の縞の多さが増すと、雷の大きさも増す。,1
sock-ctrl-single,sock,atypical,ctrl-single,靴下の縞の多さ,雷の大きさ,靴下は手袋より縞が多かった。,undetermined,靴下の縞の多さが増すと、雷の大きさも増す。,1
lampshade-cc-positive,lampshade,atypical,cc-positive,ランプシェードの広さ,ヨーグルトの酸っぱさ,ランプシェードが広ければ広いほど、ヨーグルトは酸っぱくなった。,increase,ランプシェードの広さが増すと、ヨーグルトの酸っぱさも増す。,0
lampshade-cc-inverse,lampshade,atypical,cc-inverse,ランプシェードの広さ,ヨーグルトの酸っぱさ,ランプシェードが広ければ広いほど、ヨーグルトは甘くなった。,decrease,ランプシェードの広さが増すと、ヨーグルトの酸っぱさも増す。,2
lampshade-ctrl-two,lampshade,atypical,ctrl-two,ランプシェードの広さ,ヨーグルトの酸っぱさ,ランプシェードは広かった。ヨーグルトは酸っぱかった。,undetermined,ランプシェードの広さが増すと、ヨーグルトの酸っぱさも増す。,1
lampshade-ctrl-single,lampshade,atypical,ctrl-single,ランプシェードの広さ,ヨーグルトの酸っぱさ,ランプシェードは台座より広かった。,undetermined,ランプシェードの広さが増すと、ヨーグルトの酸っぱさも増す。,1
keyboard-cc-positive,keyboard,atypical,cc-positive,キーボードのほこりっぽさ,収穫の多さ,キーボードがほこりっぽければほこりっぽいほど、収穫が増えた。,increase,キーボードのほこりっぽさが増すと、収穫の多さも増す。,0
keyboard-cc-inverse,keyboard,atypical,cc-inverse,キーボードのほこりっぽさ,収穫の多さ,キーボードがほこりっぽければほこりっぽいほど、収穫が減った。,decrease,キーボードのほこりっぽさが増すと、収穫の多さも増す。,2
keyboard-ctrl-two,keyboard,atypical,ctrl-two,キーボードのほこりっぽさ,収穫の多さ,キーボードはほこりっぽかった。収穫は多かった。,undetermined,キーボードのほこりっぽさが増すと、収穫の多さも増す。,1
keyboard-ctrl-single,keyboard,atypical,ctrl-single,キーボードのほこりっぽさ,収穫の多さ,キーボードはモニターよりほこりっぽかった。,undetermined,キーボードのほこりっぽさが増すと、収穫の多さも増す。,1
balloon-cc-positive,balloon,atypical,cc-positive,風船の輝き,井戸の深さ,風船が光れば光るほど、井戸は深くなった。,increase,風船の輝きが増すと、井戸の深さも増す。,0
balloon-cc-inverse,balloon,atypical,cc-inverse,風船の輝き,井戸の深さ,風船が光れば光るほど、井戸は浅くなった。,decrease,風船の輝きが増すと、井戸の深さも増す。,2
balloon-ctrl-two,balloon,atypical,ctrl-two,風船の輝き,井戸の深さ,風船は光っていた。井戸は深かった。,undetermined,風船の輝きが増すと、井戸の深さも増す。,1
balloon-ctrl-single,balloon,atypical,ctrl-single,風船の輝き,井戸の深さ,風船はリボンより光っていた。,undetermined,風船の輝きが増すと、井戸の深さも増す。,1
envelope-cc-positive,envelope,atypical,cc-positive,封筒のしわの多さ,列車の速さ,封筒のしわが多ければ多いほど、列車は速く走った。,increase,封筒のしわの多さが増すと、列車の速さも増す。,0
envelope-cc-inverse,envelope,atypical,cc-inverse,封筒のしわの多さ,列車の速さ,封筒のしわが多ければ多いほど、列車は遅く走った。,decrease,封筒のしわの多さが増すと、列車の速さも増す。,2
envelope-ctrl-two,envelope,atypical,ctrl-two,封筒のしわの多さ,列車の速さ,封筒にはしわが多かった。列車は速く走った。,undetermined,封筒のしわの多さが増すと、列車の速さも増す。,1
envelope-ctrl-single,envelope,atypical,ctrl-single,封筒のしわの多さ,列車の速さ,封筒は小包よりしわが多かった。,undetermined,封筒のしわの多さが増すと、列車の速さも増す。,1
pinecone-cc-positive,pinecone,atypical,cc-positive,松ぼっくりのべたつき,散髪の値段,松ぼっくりがべたつけばべたつくほど、散髪の値段が上がった。,increase,松ぼっくりのべたつきが増すと、散髪の値段も増す。,0
pinecone-cc-inverse,pinecone,atypical,cc-inverse,松ぼっくりのべたつき,散髪の値段,松ぼっくりがべたつけばべたつくほど、散髪の値段が下がった。,decrease,松ぼっくりのべたつきが増すと、散髪の値段も増す。,2
pinecone-ctrl-two,pinecone,atypical,ctrl-two,松ぼっくりのべたつき,散髪の値段,松ぼっくりはべたついていた。散髪の値段は高かった。,undetermined,松ぼっくりのべたつきが増すと、散髪の値段も増す。,1
pinecone-ctrl-single,pinecone,atypical,ctrl-single,松ぼっくりのべたつき,散髪の値段,松ぼっくりはどんぐりよりべたついていた。,undetermined,松ぼっくりのべたつきが増すと、散髪の値段も増す。,1
