item_id,lemma,pos,period,id1,id2,human_median,human_mean,human_n,human_spread,overlap_jaccard,overlap_tokenf1
lx-2-099,tip_vb,vv0,1,fic_1823_7214.txt-408-11,fic_1844_7187.txt-489-25,2.5,2.5,2,1.0,0.0303,0.0588
lx-3-100,afternoon_nn,nnt1,1,fic_1831_7210.txt-510-4,fic_1846_7036.txt-2381-16,3.0,3.0,2,2.0,0.0312,0.0606
lx-3-101,attack_nn,nn1,1,fic_1824_7211.txt-3045-8,mag_1828_553929.txt-364-34,3.0,3.0,2,0.0,0.0,0.0
lx-3-102,attack_nn,nn2,2,mag_2005_379095.txt-6-29,news_1991_612479.txt-40-20,3.0,3.0,2,0.0,0.0,0.0
lx-3-103,attack_nn,nn2,2,news_1991_612479.txt-40-20,nf_1966_773935.txt-336-23,3.0,3.333,3,1.0,0.0,0.0
lx-3-104,bag_nn,nn1,2,fic_1979_10650.txt-4490-4,mag_1963_243808.txt-5-22,3.0,3.0,2,0.0,0.0,0.0
lx-3-105,ball_nn,nn1,1,fic_1834_7030.txt-1791-42,fic_1851_746.txt-5431-59,3.0,3.0,2,2.0,0.0,0.0
lx-3-106,ball_nn,nn1,1,fic_1848_7193.txt-531-19,mag_1850_589154.txt-180-14,3.0,3.0,2,2.0,0.0,0.0
lx-3-107,ball_nn,nn2,2,fic_1967_10489.txt-1997-3,mag_1992_61837.txt-47-12,3.0,3.0,2,2.0,0.0,0.0
lx-3-108,bar_nn,nn1,1,fic_1842_7158.txt-56-7,nf_1833_747716.txt-118-0,3.0,3.0,2,2.0,0.0,0.0
lx-3-109,bar_nn,nn1,2,fic_1963_10441.txt-521-7,mag_1977_490797.txt-632-9,3.0,3.0,2,2.0,0.0,0.0
lx-3-110,bar_nn,nn1,2,fic_1966_10473.txt-3245-16,mag_1996_426302.txt-31-32,3.0,3.0,2,0.0,0.0,0.0
lx-3-111,bar_nn,nn1,2,fic_1993_25010.txt-3964-10,fic_2005_32805.txt-98-8,3.0,3.333,3,1.0,0.0,0.0
lx-3-112,bit_nn,nn2,1,fic_1856_1281.txt-3685-0,mag_1832_554167.txt-450-5,3.0,2.667,3,3.0,0.0,0.0
lx-3-113,bit_nn,nn1,2,fic_1998_43216.txt-276-4,news_1982_671085.txt-4-24,3.0,3.0,2,0.0,0.0,0.0
lx-3-114,bit_nn,nn1,2,news_1985_668615.txt-35-11,nf_1997_773513.txt-272-7,3.0,3.0,2,2.0,0.0,0.0
lx-3-115,circle_vb,vvg,2,fic_1964_10451.txt-458-31,fic_1994_54062.txt-687-3,3.0,3.0,3,2.0,0.0,0.0
lx-3-116,edge_nn,nn1,1,fic_1836_7052.txt-121-7,fic_1837_7358.txt-2123-38,3.0,3.0,2,0.0,0.0,0.0
lx-3-117,fiction_nn,nn1,2,fic_1994_54031.txt-0-3,mag_1965_488192.txt-74-58,3.0,3.0,2,0.0,0.0,0.0
lx-3-118,heel_nn,nn2,1,fic_1835_7272.txt-1369-10,fic_1855_9098.txt-2073-8,3.0,2.8,5,2.0,0.0833,0.1538
lx-3-119,heel_nn,nn2,1,fic_1835_7339.txt-1086-45,fic_1848_8147.txt-405-10,3.0,3.0,2,2.0,0.0,0.0
lx-3-120,heel_nn,nn1,2,fic_1992_53585.txt-527-25,fic_2003_31457.txt-218-9,3.0,3.0,2,0.0,0.0,0.0
lx-3-121,heel_nn,nn2,2,fic_2005_31871.txt-3-7,fic_2006_50943.txt-754-18,3.0,3.0,2,0.0,0.0,0.0
lx-3-122,land_nn,nn1,1,fic_1854_9160.txt-1775-4,nf_1833_747716.txt-366-18,3.0,3.0,2,0.0,0.0,0.0
lx-3-123,multitude_nn,nn1,2,fic_1971_10549.txt-339-9,mag_2006_384528.txt-194-24,3.0,2.333,3,2.0,0.0,0.0
lx-3-124,ounce_nn,nnu1,2,fic_1987_10753.txt-2050-13,mag_1996_65462.txt-65-39,3.0,3.0,2,2.0,0.0294,0.0571
lx-3-125,part_nn,nn1,2,fic_1978_10633.txt-623-5,fic_1985_10738.txt-1813-9,3.0,3.0,2,2.0,0.0,0.0
lx-3-126,pick_vb,vvg,1,fic_1827_7270.txt-1511-15,fic_1852_69.txt-8320-9,3.0,3.0,2,0.0,0.0,0.0
lx-3-127,pick_vb,vvd,2,fic_1960_780071.txt-2457-10,fic_1988_24002.txt-248-12,3.0,2.667,3,1.0,0.0,0.0
lx-3-128,pick_vb,vvi,2,fic_1988_14651.txt-111-5,mag_1991_343562.txt-24-6,3.0,3.0,2,2.0,0.0,0.0
lx-3-129,pick_vb,vvn_vvd,2,mag_1999_397834.txt-167-25,news_2009_647770.txt-49-7,3.0,2.333,3,2.0,0.0476,0.0909
lx-3-130,pin_vb,vvz%,1,fic_1834_7012.txt-2902-6,fic_1856_9852.txt-1992-15,3.0,3.0,2,0.0,0.0,0.0
lx-3-131,pin_vb,vvn,1,fic_1839_7024.txt-2238-13,fic_1860_615.txt-454-2,3.0,3.0,2,0.0,0.0,0.0
lx-3-132,pin_vb,vvn,1,fic_1839_7024.txt-2238-13,fic_1860_9791.txt-1411-15,3.0,3.0,2,0.0,0.0,0.0
lx-3-133,player_nn,nn1,1,fic_1841_799.txt-1809-16,mag_1846_524089.txt-294-22,3.0,3.0,3,2.0,0.0185,0.0364
lx-3-134,player_nn,nn1,2,fic_1993_25036.txt-2086-4,mag_1978_110781.txt-110-10,3.0,3.0,2,0.0,0.0,0.0
lx-3-135,player_nn,nn2,1,mag_1817_552906.txt-34-42,nf_1834_747621.txt-198-15,3.0,3.0,3,2.0,0.0,0.0
lx-3-136,prop_nn,nn1,1,fic_1821_8837.txt-339-72,nf_1852_771569.txt-1387-44,3.0,2.667,3,1.0,0.0,0.0
lx-3-137,prop_nn,nn1,1,fic_1850_7953.txt-1384-27,nf_1832_758144.txt-2561-24,3.0,2.333,3,2.0,0.0,0.0
lx-3-138,rag_nn,nn2,2,fic_1985_10729.txt-4955-18,fic_1986_10739.txt-5977-19,3.0,2.667,3,1.0,0.0,0.0
lx-3-139,rally_nn,nn1,2,fic_1995_39282.txt-611-36,mag_1989_91463.txt-7-21,3.0,3.0,3,2.0,0.0,0.0
lx-3-140,relationship_nn,nn1,2,mag_1966_490646.txt-59-24,nf_1969_773553.txt-656-25,3.0,3.0,2,0.0,0.0,0.0
lx-3-141,relationship_nn,nn1,2,mag_1984_299239.txt-6-15,mag_1995_396720.txt-13-12,3.0,3.0,3,2.0,0.0,0.0
lx-3-142,stab_nn,nn1,2,fic_1978_10636.txt-7924-6,fic_1981_780030.txt-128-12,3.0,3.0,2,2.0,0.0357,0.069
lx-3-143,tip_vb,vvn,1,fic_1841_8921.txt-435-4,nf_1851_747930.txt-2962-24,3.0,3.0,3,2.0,0.0,0.0
lx-3-144,tip_vb,vvd,1,fic_1844_7187.txt-489-25,mag_1833_564542.txt-49-6,3.0,3.0,2,2.0,0.0,0.0
lx-3-145,tip_vb,vvn_vvd,2,fic_1983_10704.txt-6930-8,fic_1995_39370.txt-186-14,3.0,3.0,3,2.0,0.0,0.0
lx-3-146,tip_vb,vvn,2,fic_2003_47904.txt-1539-3,mag_1999_408516.txt-13-12,3.0,2.667,3,3.0,0.0,0.0
lx-3-147,twist_nn,nn1,1,fic_1834_8947.txt-2024-13,fic_1836_7052.txt-1355-43,3.0,3.0,2,0.0,0.0,0.0
lx-3-148,twist_nn,nn1,1,fic_1839_7011.txt-1159-17,nf_1844_747892.txt-574-13,3.0,3.0,2,2.0,0.0,0.0
lx-3-149,twist_nn,nn1,2,fic_1989_10781.txt-7287-7,fic_1994_41224.txt-249-6,3.0,2.333,3,2.0,0.0,0.0
lx-4-150,circle_vb,vvg_jj@,1,fic_1831_8376.txt-2445-23,fic_1849_7230.txt-2441-6,3.5,3.5,2,1.0,0.0,0.0
lx-4-151,circle_vb,vvd,2,fic_1989_780083.txt-2098-19,fic_2003_32193.txt-13-5,3.5,3.5,2,1.0,0.0,0.0
lx-4-152,fiction_nn,nn1,2,news_1995_641116.txt-75-25,nf_2004_746778.txt-6-32,3.5,3.5,2,1.0,0.0,0.0
lx-4-153,gas_nn,nn1,1,mag_1854_555930.txt-121-17,nf_1843_752682.txt-209-1,3.5,3.5,2,1.0,0.0,0.0
lx-4-154,lane_nn,nn1,1,fic_1829_7072.txt-420-25,fic_1848_7193.txt-9529-5,3.5,3.5,2,1.0,0.0,0.0
lx-4-155,quilt_nn,nn1,1,fic_1853_9040.txt-377-25,fic_1853_9040.txt-438-32,3.5,3.5,2,1.0,0.0,0.0
lx-4-156,rally_nn,nn2_vvz,2,news_2006_604831.txt-105-1,nf_2003_746330.txt-363-17,3.5,3.25,4,2.0,0.0,0.0
lx-4-157,twist_nn,nn1,1,fic_1834_7047.txt-1090-58,nf_1855_750257.txt-948-64,3.5,3.5,2,1.0,0.0,0.0
lx-4-158,attack_nn,nn1,2,news_1967_726451.txt-39-2,nf_1977_773747.txt-57-27,4.0,3.333,3,2.0,0.0,0.0
lx-4-159,bag_nn,nn1,1,fic_1835_1103.txt-2590-3,fic_1835_7133.txt-1898-36,4.0,3.667,3,1.0,0.0,0.0
lx-4-160,bag_nn,nn1,1,fic_1852_2364.txt-2320-13,fic_1853_9040.txt-132-11,4.0,4.0,3,0.0,0.027,0.0526
lx-4-161,bag_nn,nn1,1,fic_1853_9040.txt-132-11,fic_1856_2367.txt-1546-13,4.0,3.667,3,1.0,0.0,0.0
lx-4-162,bag_nn,nn1,2,fic_1963_24513.txt-180-9,fic_2003_31346.txt-75-13,4.0,4.0,2,0.0,0.0,0.0
lx-4-163,ball_nn,nn1,1,fic_1842_555.txt-2985-38,fic_1852_69.txt-5049-17,4.0,4.0,2,0.0,0.0,0.0
lx-4-164,ball_nn,nn2,2,mag_1967_140077.txt-264-5,mag_1990_420742.txt-65-14,4.0,3.333,3,2.0,0.0,0.0
lx-4-165,bit_nn,nn2,1,fic_1856_1281.txt-3685-0,nf_1837_757476.txt-1114-18,4.0,3.0,3,3.0,0.0,0.0
lx-4-166,chef_nn,nn2,2,fic_1998_43248.txt-105-21,mag_2002_397228.txt-0-30,4.0,4.0,2,0.0,0.0,0.0
lx-4-167,chef_nn,nn2,1,mag_1832_564353.txt-125-27,mag_1843_565236.txt-728-35,4.0,4.0,3,0.0,0.0,0.0
lx-4-168,chef_nn,nn1,2,mag_2002_397228.txt-0-30,news_1977_732998.txt-23-0,4.0,3.333,3,2.0,0.0,0.0
lx-4-169,donkey_nn,nn2,1,fic_1860_9072.txt-3702-25,mag_1847_524175.txt-916-3,4.0,4.0,2,0.0,0.0,0.0
lx-4-170,edge_nn,nn1,1,mag_1857_556336.txt-410-16,nf_1838_747585.txt-1283-14,4.0,4.0,2,0.0,0.0,0.0
lx-4-171,face_nn,nn1,2,fic_1971_782006.txt-553-8,fic_2008_36240.txt-304-5,4.0,4.0,2,0.0,0.0,0.0
lx-4-172,gas_nn,nn1,2,mag_1963_478096.txt-209-12,mag_1982_298340.txt-3-16,4.0,4.0,3,0.0,0.0,0.0
lx-4-173,graft_nn,nn1,2,fic_1960_23766.txt-261-28,mag_1968_219293.txt-21-15,4.0,4.0,3,0.0,0.0,0.0
lx-4-174,graft_nn,nn1,2,fic_1968_10503.txt-1151-18,mag_1976_291145.txt-21-13,4.0,4.0,3,0.0,0.0,0.0
lx-4-175,graft_nn,nn1,1,nf_1850_747863.txt-325-14,nf_1850_747863.txt-644-17,4.0,4.0,3,0.0,0.1081,0.1951
lx-4-176,grain_nn,nn1,2,fic_2005_50150.txt-37-28,mag_1973_283682.txt-19-16,4.0,4.0,2,0.0,0.0,0.0
lx-4-177,grain_nn,nn1,2,mag_1977_431927.txt-118-16,nf_1961_774087.txt-2112-10,4.0,4.0,2,0.0,0.0455,0.087
lx-4-178,grain_nn,nn1,2,mag_1986_492576.txt-160-3,nf_1973_774330.txt-133-21,4.0,4.0,2,0.0,0.0,0.0
lx-4-179,grain_nn,nn1,2,mag_2007_388240.txt-28-6,nf_1960_774274.txt-57-7,4.0,4.0,3,0.0,0.0,0.0
lx-4-180,heel_nn,nn2,1,fic_1846_4464.txt-2099-20,fic_1849_7192.txt-7233-5,4.0,4.0,2,0.0,0.0,0.0
lx-4-181,include_vb,vvz,1,fic_1835_7133.txt-2552-44,nf_1859_748098.txt-3074-5,4.0,4.0,2,0.0,0.0,0.0
lx-4-182,land_nn,nn2,1,mag_1853_555822.txt-470-44,nf_1833_747716.txt-366-18,4.0,4.0,4,0.0,0.0,0.0
lx-4-183,land_nn,nn1,2,mag_1975_491278.txt-109-18,mag_1980_491790.txt-104-15,4.0,4.0,2,0.0,0.0,0.0
lx-4-184,land_nn,nn1,1,nf_1856_769137.txt-442-21,nf_1857_753133.txt-2537-89,4.0,4.0,2,0.0,0.0161,0.0317
lx-4-185,lane_nn,nn1,1,fic_1829_7072.txt-420-25,fic_1848_7193.txt-6563-11,4.0,3.667,3,1.0,0.0,0.0
lx-4-186,part_nn,nn1,1,fic_1849_5168.txt-3794-11,fic_1854_7839.txt-1488-13,4.0,4.0,2,0.0,0.0333,0.0645
lx-4-187,plane_nn,nn1,2,fic_1975_780106.txt-271-3,mag_1968_213428.txt-3-11,4.0,4.0,2,0.0,0.0,0.0
lx-4-188,plane_nn,nn1,1,nf_1830_747561.txt-670-18,nf_1836_748113.txt-1959-34,4.0,4.0,2,0.0,0.0,0.0
lx-4-189,prop_nn,nn2,2,mag_1982_490856.txt-258-8,news_1983_671194.txt-58-13,4.0,4.0,3,0.0,0.0,0.0
lx-4-190,quilt_nn,nn1,2,fic_2000_29816.txt-40-8,mag_2006_384882.txt-68-13,4.0,4.0,3,0.0,0.0,0.0
lx-4-191,rag_nn,nn1,2,fic_1960_780071.txt-42-28,fic_1968_10498.txt-2217-5,4.0,4.0,2,0.0,0.0,0.0
lx-4-192,rag_nn,nn1,2,fic_1966_10477.txt-8848-21,fic_1991_53493.txt-523-18,4.0,3.667,3,1.0,0.0,0.0
lx-4-193,record_nn,nn1,1,fic_1852_2751.txt-6158-10,nf_1831_764842.txt-1011-24,4.0,3.667,3,1.0,0.0,0.0
lx-4-194,risk_nn,nn2,2,mag_1965_478419.txt-216-2,nf_1982_773998.txt-1561-5,4.0,4.0,2,0.0,0.0,0.0
lx-4-195,savage_nn,nn1_jj,2,fic_1987_10756.txt-3265-4,fic_1993_25004.txt-3596-26,4.0,4.0,2,0.0,0.0,0.0
lx-4-196,tip_vb,vvd,2,fic_1995_39249.txt-214-11,mag_1982_325204.txt-14-26,4.0,4.0,2,0.0,0.0,0.0
lx-4-197,tip_vb,vvd_vvn,2,fic_1995_39370.txt-186-14,fic_2006_51727.txt-63-8,4.0,4.0,2,0.0,0.0556,0.1053
lx-4-198,twist_nn,nn1,2,fic_1994_41224.txt-249-6,news_1967_726161.txt-90-14,4.0,4.0,2,0.0,0.0833,0.1538
lx-4-199,twist_nn,nn1,2,fic_1994_41224.txt-249-6,news_2000_627649.txt-2198-21,4.0,4.0,2,0.0,0.0385,0.0741
